imgID,annID,scID,bbox,scale,catnm,position,label,new_img_path,new_msk_path,
10191,10192,1688,1688,"[976,409,80,38]",0.002814815,Bulldozer,6,1,com_pic/images/1688.jpg,com_pic/masks/1688.jpg
10231,10232,1696,1696,"[125,195,431,188]",0.100034568,Other vehicle,13,1,com_pic/images/1696.jpg,com_pic/masks/1696.jpg
106876,106877,17775,17775,"[333,0,111,13]",0.002081981,Other vehicle,13,1,com_pic/images/17775.jpg,com_pic/masks/17775.jpg
106902,106903,17778,17778,"[1098,487,101,130]",0.016209877,Concrete mixer,11,1,com_pic/images/17778.jpg,com_pic/masks/17778.jpg
106903,106904,17778,17778,"[166,194,988,480]",0.585481481,Pump truck,10,1,com_pic/images/17778.jpg,com_pic/masks/17778.jpg
106904,106905,17778,17778,"[829,240,21,10]",0.000259259,Other vehicle,13,1,com_pic/images/17778.jpg,com_pic/masks/17778.jpg
106905,106906,17778,17778,"[863,234,20,11]",0.000271605,Other vehicle,13,1,com_pic/images/17778.jpg,com_pic/masks/17778.jpg
106906,106907,17778,17778,"[875,227,15,11]",0.000203704,Other vehicle,13,1,com_pic/images/17778.jpg,com_pic/masks/17778.jpg
106907,106908,17778,17778,"[918,217,14,9]",0.000155556,Other vehicle,13,1,com_pic/images/17778.jpg,com_pic/masks/17778.jpg
106908,106909,17778,17778,"[839,211,25,10]",0.000308642,Other vehicle,13,1,com_pic/images/17778.jpg,com_pic/masks/17778.jpg
106918,106919,17780,17780,"[471,136,182,241]",0.105762924,Crane,4,1,com_pic/images/17780.jpg,com_pic/masks/17780.jpg
106929,106930,17783,17783,"[245,53,114,61]",0.010033329,Other vehicle,13,1,com_pic/images/17783.jpg,com_pic/masks/17783.jpg
10254,10255,1698,1698,"[682,0,52,331]",0.015937037,Pump truck,10,1,com_pic/images/1698.jpg,com_pic/masks/1698.jpg
10256,10257,1700,1700,"[467,174,402,457]",0.265789931,Pump truck,10,1,com_pic/images/1700.jpg,com_pic/masks/1700.jpg
10257,10258,1700,1700,"[0,26,59,346]",0.029534144,Pump truck,10,1,com_pic/images/1700.jpg,com_pic/masks/1700.jpg
10269,10270,1701,1701,"[497,422,28,22]",0.000760494,Other vehicle,13,1,com_pic/images/1701.jpg,com_pic/masks/1701.jpg
10305,10306,1704,1704,"[603,83,138,151]",0.019294444,Pump truck,10,1,com_pic/images/1704.jpg,com_pic/masks/1704.jpg
10309,10310,1706,1706,"[218,459,35,20]",0.001220363,Other vehicle,13,1,com_pic/images/1706.jpg,com_pic/masks/1706.jpg
10310,10311,1706,1706,"[225,514,21,24]",0.000878661,Other vehicle,13,1,com_pic/images/1706.jpg,com_pic/masks/1706.jpg
10311,10312,1706,1706,"[235,504,25,22]",0.000958856,Other vehicle,13,1,com_pic/images/1706.jpg,com_pic/masks/1706.jpg
10312,10313,1706,1706,"[334,453,27,19]",0.000894351,Other vehicle,13,1,com_pic/images/1706.jpg,com_pic/masks/1706.jpg
10313,10314,1706,1706,"[303,431,23,24]",0.000962343,Other vehicle,13,1,com_pic/images/1706.jpg,com_pic/masks/1706.jpg
106849,106850,17771,17771,"[567,241,57,79]",0.006496992,Other vehicle,13,1,com_pic/images/17771.jpg,com_pic/masks/17771.jpg
106850,106851,17771,17771,"[414,159,72,66]",0.006856252,Hanging head,3,1,com_pic/images/17771.jpg,com_pic/masks/17771.jpg
106861,106862,17772,17772,"[285,0,218,391]",0.078924074,Crane,4,1,com_pic/images/17772.jpg,com_pic/masks/17772.jpg
106869,106870,17775,17775,"[0,35,69,42]",0.004181275,Other vehicle,13,1,com_pic/images/17775.jpg,com_pic/masks/17775.jpg
106870,106871,17775,17775,"[0,10,102,33]",0.004856512,Other vehicle,13,1,com_pic/images/17775.jpg,com_pic/masks/17775.jpg
106871,106872,17775,17775,"[234,70,123,46]",0.008163442,Other vehicle,13,1,com_pic/images/17775.jpg,com_pic/masks/17775.jpg
106872,106873,17775,17775,"[251,52,128,39]",0.007202528,Other vehicle,13,1,com_pic/images/17775.jpg,com_pic/masks/17775.jpg
106873,106874,17775,17775,"[284,34,107,34]",0.005248958,Other vehicle,13,1,com_pic/images/17775.jpg,com_pic/masks/17775.jpg
106874,106875,17775,17775,"[296,15,114,39]",0.006414751,Other vehicle,13,1,com_pic/images/17775.jpg,com_pic/masks/17775.jpg
106875,106876,17775,17775,"[319,1,113,35]",0.00570633,Other vehicle,13,1,com_pic/images/17775.jpg,com_pic/masks/17775.jpg
10314,10315,1706,1706,"[278,418,21,21]",0.000768828,Other vehicle,13,1,com_pic/images/1706.jpg,com_pic/masks/1706.jpg
10315,10316,1706,1706,"[295,337,20,17]",0.000592748,Concrete mixer,11,1,com_pic/images/1706.jpg,com_pic/masks/1706.jpg
10316,10317,1706,1706,"[196,324,34,23]",0.001363319,Concrete mixer,11,1,com_pic/images/1706.jpg,com_pic/masks/1706.jpg
10317,10318,1706,1706,"[178,295,35,25]",0.001525453,Concrete mixer,11,1,com_pic/images/1706.jpg,com_pic/masks/1706.jpg
10319,10320,1706,1706,"[774,122,21,58]",0.002123431,Crane,4,1,com_pic/images/1706.jpg,com_pic/masks/1706.jpg
10321,10322,1706,1706,"[279,496,33,50]",0.002876569,Other vehicle,13,1,com_pic/images/1706.jpg,com_pic/masks/1706.jpg
10329,10330,1708,1708,"[1109,218,31,14]",0.000401852,Other vehicle,13,1,com_pic/images/1708.jpg,com_pic/masks/1708.jpg
10346,10347,1711,1711,"[532,484,99,55]",0.005671875,Other vehicle,13,1,com_pic/images/1711.jpg,com_pic/masks/1711.jpg
10362,10363,1713,1713,"[67,378,35,30]",0.001296296,Other vehicle,13,1,com_pic/images/1713.jpg,com_pic/masks/1713.jpg
10364,10365,1713,1713,"[112,370,19,14]",0.000328395,Other vehicle,13,1,com_pic/images/1713.jpg,com_pic/masks/1713.jpg
106796,106797,17764,17764,"[300,272,30,111]",0.003083333,Hanging head,3,1,com_pic/images/17764.jpg,com_pic/masks/17764.jpg
106807,106808,17766,17766,"[291,194,111,46]",0.007367009,Concrete mixer,11,1,com_pic/images/17766.jpg,com_pic/masks/17766.jpg
106809,106810,17767,17767,"[0,0,314,748]",0.338503001,Crane,4,1,com_pic/images/17767.jpg,com_pic/masks/17767.jpg
106821,106822,17768,17768,"[839,360,235,131]",0.025052897,Crane,4,1,com_pic/images/17768.jpg,com_pic/masks/17768.jpg
106826,106827,17769,17769,"[1011,277,28,9]",0.000311111,Other vehicle,13,1,com_pic/images/17769.jpg,com_pic/masks/17769.jpg
106827,106828,17769,17769,"[1046,290,16,10]",0.000197531,Other vehicle,13,1,com_pic/images/17769.jpg,com_pic/masks/17769.jpg
106828,106829,17769,17769,"[1028,295,25,12]",0.00037037,Other vehicle,13,1,com_pic/images/17769.jpg,com_pic/masks/17769.jpg
106829,106830,17769,17769,"[985,299,25,12]",0.00037037,Other vehicle,13,1,com_pic/images/17769.jpg,com_pic/masks/17769.jpg
106837,106838,17769,17769,"[1149,549,50,99]",0.006111111,Concrete mixer,11,1,com_pic/images/17769.jpg,com_pic/masks/17769.jpg
106839,106840,17769,17769,"[115,77,1084,597]",0.798948148,Pump truck,10,1,com_pic/images/17769.jpg,com_pic/masks/17769.jpg
10369,10370,1715,1715,"[985,270,14,19]",0.000246296,Hanging head,3,1,com_pic/images/1715.jpg,com_pic/masks/1715.jpg
10397,10398,1718,1718,"[596,189,123,133]",0.042389614,Crane,4,1,com_pic/images/1718.jpg,com_pic/masks/1718.jpg
10398,10399,1718,1718,"[591,234,15,25]",0.000971704,Hanging head,3,1,com_pic/images/1718.jpg,com_pic/masks/1718.jpg
10405,10406,1719,1719,"[267,0,418,359]",0.138946296,Pile driving,12,1,com_pic/images/1719.jpg,com_pic/masks/1719.jpg
10407,10408,1720,1720,"[109,0,62,402]",0.023077778,Pump truck,10,1,com_pic/images/1720.jpg,com_pic/masks/1720.jpg
10420,10421,1722,1722,"[589,140,38,202]",0.010953196,Crane,4,1,com_pic/images/1722.jpg,com_pic/masks/1722.jpg
10421,10422,1722,1722,"[591,157,5,16]",0.000114155,Hanging head,3,1,com_pic/images/1722.jpg,com_pic/masks/1722.jpg
10422,10423,1722,1722,"[723,202,23,104]",0.003413242,Crane,4,1,com_pic/images/1722.jpg,com_pic/masks/1722.jpg
10423,10424,1722,1722,"[1019,222,20,24]",0.000684932,Crane,4,1,com_pic/images/1722.jpg,com_pic/masks/1722.jpg
10427,10428,1724,1724,"[641,878,22,54]",0.001188,Hanging head,3,1,com_pic/images/1724.jpg,com_pic/masks/1724.jpg
106701,106702,17755,17755,"[0,388,163,86]",0.01297963,Concrete mixer,11,1,com_pic/images/17755.jpg,com_pic/masks/17755.jpg
106712,106713,17755,17755,"[150,314,5,3]",1.39E-05,Hanging head,3,1,com_pic/images/17755.jpg,com_pic/masks/17755.jpg
106715,106716,17757,17757,"[247,330,29,26]",0.000613607,Other vehicle,13,1,com_pic/images/17757.jpg,com_pic/masks/17757.jpg
106716,106717,17757,17757,"[278,240,7,14]",7.98E-05,Hanging head,3,1,com_pic/images/17757.jpg,com_pic/masks/17757.jpg
106726,106727,17757,17757,"[977,465,7,24]",0.000136719,Hanging head,3,1,com_pic/images/17757.jpg,com_pic/masks/17757.jpg
106727,106728,17757,17757,"[277,328,27,15]",0.00032959,Other vehicle,13,1,com_pic/images/17757.jpg,com_pic/masks/17757.jpg
106737,106738,17757,17757,"[630,347,33,13]",0.000349121,Other vehicle,13,1,com_pic/images/17757.jpg,com_pic/masks/17757.jpg
106738,106739,17757,17757,"[167,216,115,248]",0.023209635,Crane,4,1,com_pic/images/17757.jpg,com_pic/masks/17757.jpg
106744,106745,17759,17759,"[588,499,15,11]",0.000152778,Hanging head,3,1,com_pic/images/17759.jpg,com_pic/masks/17759.jpg
106745,106746,17759,17759,"[1111,510,12,9]",0.0001,Hanging head,3,1,com_pic/images/17759.jpg,com_pic/masks/17759.jpg
10446,10447,1726,1726,"[0,129,633,288]",0.225066667,Pump truck,10,1,com_pic/images/1726.jpg,com_pic/masks/1726.jpg
10450,10451,1728,1728,"[0,0,322,344]",0.159641424,Crane,4,1,com_pic/images/1728.jpg,com_pic/masks/1728.jpg
10453,10454,1728,1728,"[746,172,160,229]",0.052806422,Crane,4,1,com_pic/images/1728.jpg,com_pic/masks/1728.jpg
10462,10463,1730,1730,"[809,92,13,10]",0.00012037,Hanging head,3,1,com_pic/images/1730.jpg,com_pic/masks/1730.jpg
10464,10465,1730,1730,"[632,253,7,7]",4.54E-05,Hanging head,3,1,com_pic/images/1730.jpg,com_pic/masks/1730.jpg
10466,10467,1730,1730,"[143,455,103,28]",0.00267037,Pump truck,10,1,com_pic/images/1730.jpg,com_pic/masks/1730.jpg
10478,10479,1733,1733,"[763,232,91,34]",0.004476273,Other vehicle,13,1,com_pic/images/1733.jpg,com_pic/masks/1733.jpg
10479,10480,1733,1733,"[717,229,79,24]",0.002743056,Other vehicle,13,1,com_pic/images/1733.jpg,com_pic/masks/1733.jpg
10485,10486,1737,1737,"[180,0,899,611]",0.678134568,Crane,4,1,com_pic/images/1737.jpg,com_pic/masks/1737.jpg
10501,10502,1740,1740,"[284,63,35,76]",0.001710391,Hanging head,3,1,com_pic/images/1740.jpg,com_pic/masks/1740.jpg
106619,106620,17736,17736,"[806,402,110,58]",0.006645833,Bulldozer,6,1,com_pic/images/17736.jpg,com_pic/masks/17736.jpg
106620,106621,17736,17736,"[1054,350,145,114]",0.01721875,Bulldozer,6,1,com_pic/images/17736.jpg,com_pic/masks/17736.jpg
106621,106622,17736,17736,"[1078,1,121,357]",0.044996875,Crane,4,1,com_pic/images/17736.jpg,com_pic/masks/17736.jpg
106622,106623,17736,17736,"[1079,355,76,78]",0.006175,Other vehicle,13,1,com_pic/images/17736.jpg,com_pic/masks/17736.jpg
106643,106644,17742,17742,"[480,323,13,18]",0.000216667,Hanging head,3,1,com_pic/images/17742.jpg,com_pic/masks/17742.jpg
106644,106645,17742,17742,"[0,194,663,579]",0.355441667,Crane,4,1,com_pic/images/17742.jpg,com_pic/masks/17742.jpg
106645,106646,17742,17742,"[13,216,483,352]",0.157422222,Crane,4,1,com_pic/images/17742.jpg,com_pic/masks/17742.jpg
106678,106679,17751,17751,"[170,228,120,149]",0.025769073,Hanging head,3,1,com_pic/images/17751.jpg,com_pic/masks/17751.jpg
106694,106695,17754,17754,"[326,177,217,201]",0.105172164,Crane,4,1,com_pic/images/17754.jpg,com_pic/masks/17754.jpg
106696,106697,17754,17754,"[536,374,67,53]",0.008562404,Concrete mixer,11,1,com_pic/images/17754.jpg,com_pic/masks/17754.jpg
10503,10504,1741,1741,"[251,307,510,229]",0.108138889,Concrete mixer,11,1,com_pic/images/1741.jpg,com_pic/masks/1741.jpg
10514,10515,1743,1743,"[0,445,85,78]",0.009565857,Other vehicle,13,1,com_pic/images/1743.jpg,com_pic/masks/1743.jpg
10515,10516,1743,1743,"[303,301,75,108]",0.011686794,Other vehicle,13,1,com_pic/images/1743.jpg,com_pic/masks/1743.jpg
10516,10517,1743,1743,"[368,279,72,109]",0.011323205,Other vehicle,13,1,com_pic/images/1743.jpg,com_pic/masks/1743.jpg
10527,10528,1743,1743,"[825,302,80,94]",0.010849962,Crane,4,1,com_pic/images/1743.jpg,com_pic/masks/1743.jpg
10546,10547,1746,1746,"[195,323,35,23]",0.001403417,Concrete mixer,11,1,com_pic/images/1746.jpg,com_pic/masks/1746.jpg
10547,10548,1746,1746,"[177,295,36,26]",0.001631799,Concrete mixer,11,1,com_pic/images/1746.jpg,com_pic/masks/1746.jpg
10549,10550,1746,1746,"[254,400,26,26]",0.001178522,Concrete mixer,11,1,com_pic/images/1746.jpg,com_pic/masks/1746.jpg
10550,10551,1746,1746,"[278,419,22,21]",0.000805439,Other vehicle,13,1,com_pic/images/1746.jpg,com_pic/masks/1746.jpg
10551,10552,1746,1746,"[303,432,23,24]",0.000962343,Other vehicle,13,1,com_pic/images/1746.jpg,com_pic/masks/1746.jpg
106584,106585,17728,17728,"[293,451,15,22]",0.000575314,Other vehicle,13,1,com_pic/images/17728.jpg,com_pic/masks/17728.jpg
106585,106586,17728,17728,"[277,419,22,20]",0.000767085,Other vehicle,13,1,com_pic/images/17728.jpg,com_pic/masks/17728.jpg
106586,106587,17728,17728,"[254,404,26,23]",0.001042538,Other vehicle,13,1,com_pic/images/17728.jpg,com_pic/masks/17728.jpg
106587,106588,17728,17728,"[328,486,31,26]",0.00140516,Other vehicle,13,1,com_pic/images/17728.jpg,com_pic/masks/17728.jpg
106588,106589,17728,17728,"[327,465,36,22]",0.001380753,Other vehicle,13,1,com_pic/images/17728.jpg,com_pic/masks/17728.jpg
106590,106591,17728,17728,"[196,326,32,21]",0.001171548,Concrete mixer,11,1,com_pic/images/17728.jpg,com_pic/masks/17728.jpg
106591,106592,17728,17728,"[270,504,34,38]",0.002252441,Concrete mixer,11,1,com_pic/images/17728.jpg,com_pic/masks/17728.jpg
106598,106599,17730,17730,"[0,0,502,764]",0.552749494,Crane,4,1,com_pic/images/17730.jpg,com_pic/masks/17730.jpg
106610,106611,17734,17734,"[652,380,421,205]",0.079912037,Bulldozer,6,1,com_pic/images/17734.jpg,com_pic/masks/17734.jpg
106613,106614,17736,17736,"[62,472,162,100]",0.016875,Other vehicle,13,1,com_pic/images/17736.jpg,com_pic/masks/17736.jpg
10552,10553,1746,1746,"[326,463,37,25]",0.001612622,Other vehicle,13,1,com_pic/images/1746.jpg,com_pic/masks/1746.jpg
10553,10554,1746,1746,"[333,454,25,20]",0.000871688,Other vehicle,13,1,com_pic/images/1746.jpg,com_pic/masks/1746.jpg
10554,10555,1746,1746,"[331,492,26,22]",0.000997211,Other vehicle,13,1,com_pic/images/1746.jpg,com_pic/masks/1746.jpg
10555,10556,1746,1746,"[301,482,26,40]",0.00181311,Other vehicle,13,1,com_pic/images/1746.jpg,com_pic/masks/1746.jpg
10557,10558,1746,1746,"[225,514,22,23]",0.000882148,Other vehicle,13,1,com_pic/images/1746.jpg,com_pic/masks/1746.jpg
10595,10596,1757,1757,"[63,345,735,509]",0.346402778,Bulldozer,6,1,com_pic/images/1757.jpg,com_pic/masks/1757.jpg
10603,10604,1759,1759,"[710,0,195,764]",0.214950439,Crane,4,1,com_pic/images/1759.jpg,com_pic/masks/1759.jpg
10665,10666,1769,1769,"[460,56,34,57]",0.001794444,Hanging head,3,1,com_pic/images/1769.jpg,com_pic/masks/1769.jpg
10681,10682,1773,1773,"[541,169,99,127]",0.011641667,Crane,4,1,com_pic/images/1773.jpg,com_pic/masks/1773.jpg
10682,10683,1773,1773,"[550,204,5,10]",4.63E-05,Hanging head,3,1,com_pic/images/1773.jpg,com_pic/masks/1773.jpg
106515,106516,17713,17713,"[612,192,186,448]",0.077155556,Crane,4,1,com_pic/images/17713.jpg,com_pic/masks/17713.jpg
106532,106533,17719,17719,"[1129,507,70,175]",0.011342593,Other vehicle,13,1,com_pic/images/17719.jpg,com_pic/masks/17719.jpg
106533,106534,17719,17719,"[488,356,616,244]",0.13917037,Crane,4,1,com_pic/images/17719.jpg,com_pic/masks/17719.jpg
106534,106535,17719,17719,"[1062,461,13,35]",0.000421296,Hanging head,3,1,com_pic/images/17719.jpg,com_pic/masks/17719.jpg
106552,106553,17723,17723,"[408,514,464,286]",0.122874074,Other vehicle,13,1,com_pic/images/17723.jpg,com_pic/masks/17723.jpg
106553,106554,17723,17723,"[201,426,267,195]",0.048208333,Bulldozer,6,1,com_pic/images/17723.jpg,com_pic/masks/17723.jpg
106557,106558,17723,17723,"[739,390,45,52]",0.002166667,Bulldozer,6,1,com_pic/images/17723.jpg,com_pic/masks/17723.jpg
106574,106575,17727,17727,"[1052,400,44,22]",0.000896296,Bulldozer,6,1,com_pic/images/17727.jpg,com_pic/masks/17727.jpg
106580,106581,17728,17728,"[767,137,27,42]",0.001976987,Crane,4,1,com_pic/images/17728.jpg,com_pic/masks/17728.jpg
106583,106584,17728,17728,"[225,515,22,23]",0.000882148,Other vehicle,13,1,com_pic/images/17728.jpg,com_pic/masks/17728.jpg
10694,10695,1774,1774,"[783,0,216,642]",0.1284,Crane,4,1,com_pic/images/1774.jpg,com_pic/masks/1774.jpg
10702,10703,1778,1778,"[376,0,176,396]",0.086044444,Pile driving,12,1,com_pic/images/1778.jpg,com_pic/masks/1778.jpg
10760,10761,1784,1784,"[561,132,50,19]",0.002443416,Other vehicle,13,1,com_pic/images/1784.jpg,com_pic/masks/1784.jpg
10761,10762,1784,1784,"[457,134,52,17]",0.002273663,Other vehicle,13,1,com_pic/images/1784.jpg,com_pic/masks/1784.jpg
10762,10763,1784,1784,"[106,137,34,13]",0.001136831,Other vehicle,13,1,com_pic/images/1784.jpg,com_pic/masks/1784.jpg
10763,10764,1784,1784,"[23,138,29,12]",0.000895062,Other vehicle,13,1,com_pic/images/1784.jpg,com_pic/masks/1784.jpg
10772,10773,1785,1785,"[247,0,50,75]",0.012207031,Hanging head,3,1,com_pic/images/1785.jpg,com_pic/masks/1785.jpg
10777,10778,1786,1786,"[0,226,478,406]",0.179692593,Concrete mixer,11,1,com_pic/images/1786.jpg,com_pic/masks/1786.jpg
10778,10779,1786,1786,"[259,1,940,773]",0.672796296,Pump truck,10,1,com_pic/images/1786.jpg,com_pic/masks/1786.jpg
10792,10793,1787,1787,"[790,426,139,131]",0.016860185,Concrete mixer,11,1,com_pic/images/1787.jpg,com_pic/masks/1787.jpg
106454,106455,17702,17702,"[731,330,96,90]",0.010666667,Concrete mixer,11,1,com_pic/images/17702.jpg,com_pic/masks/17702.jpg
106455,106456,17702,17702,"[540,249,74,52]",0.004750617,Concrete mixer,11,1,com_pic/images/17702.jpg,com_pic/masks/17702.jpg
106457,106458,17702,17702,"[74,91,950,583]",0.683765432,Pump truck,10,1,com_pic/images/17702.jpg,com_pic/masks/17702.jpg
106459,106460,17703,17703,"[72,43,1127,835]",0.871337963,Pump truck,10,1,com_pic/images/17703.jpg,com_pic/masks/17703.jpg
106461,106462,17703,17703,"[581,317,64,219]",0.012977778,Pump truck,10,1,com_pic/images/17703.jpg,com_pic/masks/17703.jpg
106462,106463,17703,17703,"[19,539,103,39]",0.003719444,Concrete mixer,11,1,com_pic/images/17703.jpg,com_pic/masks/17703.jpg
106465,106466,17703,17703,"[36,394,194,181]",0.032512963,Pump truck,10,1,com_pic/images/17703.jpg,com_pic/masks/17703.jpg
106480,106481,17707,17707,"[271,89,73,22]",0.004130658,Other vehicle,13,1,com_pic/images/17707.jpg,com_pic/masks/17707.jpg
106513,106514,17712,17712,"[0,215,251,181]",0.060574667,Crane,4,1,com_pic/images/17712.jpg,com_pic/masks/17712.jpg
106514,106515,17713,17713,"[618,223,11,21]",0.000213889,Hanging head,3,1,com_pic/images/17713.jpg,com_pic/masks/17713.jpg
10793,10794,1787,1787,"[584,229,418,310]",0.119981481,Pump truck,10,1,com_pic/images/1787.jpg,com_pic/masks/1787.jpg
10808,10809,1790,1790,"[349,0,190,607]",0.093855794,Pump truck,10,1,com_pic/images/1790.jpg,com_pic/masks/1790.jpg
10812,10813,1792,1792,"[334,862,170,287]",0.045175926,Crane,4,1,com_pic/images/1792.jpg,com_pic/masks/1792.jpg
10813,10814,1792,1792,"[341,900,8,17]",0.000125926,Hanging head,3,1,com_pic/images/1792.jpg,com_pic/masks/1792.jpg
10814,10815,1792,1792,"[517,1007,32,123]",0.003644444,Crane,4,1,com_pic/images/1792.jpg,com_pic/masks/1792.jpg
10815,10816,1792,1792,"[521,1025,4,13]",4.81E-05,Hanging head,3,1,com_pic/images/1792.jpg,com_pic/masks/1792.jpg
10819,10820,1793,1793,"[606,0,56,276]",0.012578125,Pump truck,10,1,com_pic/images/1793.jpg,com_pic/masks/1793.jpg
10823,10824,1795,1795,"[207,83,32,30]",0.001385102,Hanging head,3,1,com_pic/images/1795.jpg,com_pic/masks/1795.jpg
10824,10825,1795,1795,"[546,282,26,40]",0.001500527,Hanging head,3,1,com_pic/images/1795.jpg,com_pic/masks/1795.jpg
10830,10831,1795,1795,"[214,721,252,43]",0.015634333,Crane,4,1,com_pic/images/1795.jpg,com_pic/masks/1795.jpg
106376,106377,17684,17684,"[918,246,205,160]",0.03037037,Bulldozer,6,1,com_pic/images/17684.jpg,com_pic/masks/17684.jpg
106385,106386,17687,17687,"[243,268,339,435]",0.136541667,Crane,4,1,com_pic/images/17687.jpg,com_pic/masks/17687.jpg
106386,106387,17687,17687,"[458,374,181,244]",0.040892593,Crane,4,1,com_pic/images/17687.jpg,com_pic/masks/17687.jpg
106388,106389,17687,17687,"[719,515,49,23]",0.001043519,Other vehicle,13,1,com_pic/images/17687.jpg,com_pic/masks/17687.jpg
106421,106422,17698,17698,"[148,370,24,21]",0.001215278,Other vehicle,13,1,com_pic/images/17698.jpg,com_pic/masks/17698.jpg
106422,106423,17698,17698,"[189,389,17,22]",0.000901813,Other vehicle,13,1,com_pic/images/17698.jpg,com_pic/masks/17698.jpg
106423,106424,17698,17698,"[166,362,34,29]",0.002377508,Other vehicle,13,1,com_pic/images/17698.jpg,com_pic/masks/17698.jpg
106427,106428,17698,17698,"[506,408,31,21]",0.001569734,Other vehicle,13,1,com_pic/images/17698.jpg,com_pic/masks/17698.jpg
106437,106438,17699,17699,"[901,0,76,111]",0.005424383,Hanging head,3,1,com_pic/images/17699.jpg,com_pic/masks/17699.jpg
106448,106449,17701,17701,"[87,465,116,42]",0.005075,Other vehicle,13,1,com_pic/images/17701.jpg,com_pic/masks/17701.jpg
10833,10834,1795,1795,"[431,45,145,94]",0.019665556,Pile driving,12,1,com_pic/images/1795.jpg,com_pic/masks/1795.jpg
10834,10835,1795,1795,"[889,716,16,48]",0.001108081,Other vehicle,13,1,com_pic/images/1795.jpg,com_pic/masks/1795.jpg
10835,10836,1795,1795,"[833,747,39,17]",0.000956586,Other vehicle,13,1,com_pic/images/1795.jpg,com_pic/masks/1795.jpg
10836,10837,1795,1795,"[518,77,7,13]",0.000131296,Hanging head,3,1,com_pic/images/1795.jpg,com_pic/masks/1795.jpg
10838,10839,1795,1795,"[509,13,259,66]",0.024663464,Crane,4,1,com_pic/images/1795.jpg,com_pic/masks/1795.jpg
10839,10840,1795,1795,"[608,20,84,89]",0.010786478,Pile driving,12,1,com_pic/images/1795.jpg,com_pic/masks/1795.jpg
10844,10845,1797,1797,"[525,0,357,464]",0.153377778,Crane,4,1,com_pic/images/1797.jpg,com_pic/masks/1797.jpg
10845,10846,1797,1797,"[146,0,401,452]",0.167825926,Pump truck,10,1,com_pic/images/1797.jpg,com_pic/masks/1797.jpg
10846,10847,1798,1798,"[37,176,32,10]",0.000296296,Other vehicle,13,1,com_pic/images/1798.jpg,com_pic/masks/1798.jpg
10847,10848,1798,1798,"[90,179,36,15]",0.0005,Other vehicle,13,1,com_pic/images/1798.jpg,com_pic/masks/1798.jpg
106307,106308,17669,17669,"[789,299,6,5]",2.78E-05,Hanging head,3,1,com_pic/images/17669.jpg,com_pic/masks/17669.jpg
106322,106323,17672,17672,"[463,389,394,282]",0.102877778,Crane,4,1,com_pic/images/17672.jpg,com_pic/masks/17672.jpg
106325,106326,17673,17673,"[345,252,560,512]",0.413683649,Crane,4,1,com_pic/images/17673.jpg,com_pic/masks/17673.jpg
106327,106328,17674,17674,"[726,0,473,899]",0.393728704,Crane,4,1,com_pic/images/17674.jpg,com_pic/masks/17674.jpg
106330,106331,17676,17676,"[0,127,1110,439]",0.601592593,Crane,4,1,com_pic/images/17676.jpg,com_pic/masks/17676.jpg
106331,106332,17676,17676,"[1014,346,48,95]",0.00562963,Hanging head,3,1,com_pic/images/17676.jpg,com_pic/masks/17676.jpg
106332,106333,17676,17676,"[1074,369,21,57]",0.001477778,Hanging head,3,1,com_pic/images/17676.jpg,com_pic/masks/17676.jpg
106333,106334,17676,17676,"[947,383,219,86]",0.023251852,Other vehicle,13,1,com_pic/images/17676.jpg,com_pic/masks/17676.jpg
106334,106335,17676,17676,"[1192,418,7,30]",0.000259259,Other vehicle,13,1,com_pic/images/17676.jpg,com_pic/masks/17676.jpg
106360,106361,17680,17680,"[290,227,101,54]",0.006733333,Other vehicle,13,1,com_pic/images/17680.jpg,com_pic/masks/17680.jpg
10848,10849,1798,1798,"[126,182,32,10]",0.000296296,Other vehicle,13,1,com_pic/images/1798.jpg,com_pic/masks/1798.jpg
10849,10850,1798,1798,"[243,173,28,13]",0.000337037,Other vehicle,13,1,com_pic/images/1798.jpg,com_pic/masks/1798.jpg
10850,10851,1798,1798,"[302,171,32,19]",0.000562963,Other vehicle,13,1,com_pic/images/1798.jpg,com_pic/masks/1798.jpg
10851,10852,1798,1798,"[325,189,24,11]",0.000244444,Other vehicle,13,1,com_pic/images/1798.jpg,com_pic/masks/1798.jpg
10852,10853,1798,1798,"[362,191,28,12]",0.000311111,Other vehicle,13,1,com_pic/images/1798.jpg,com_pic/masks/1798.jpg
10853,10854,1798,1798,"[588,176,29,11]",0.00029537,Other vehicle,13,1,com_pic/images/1798.jpg,com_pic/masks/1798.jpg
10854,10855,1798,1798,"[628,156,30,12]",0.000333333,Other vehicle,13,1,com_pic/images/1798.jpg,com_pic/masks/1798.jpg
10856,10857,1798,1798,"[383,293,97,61]",0.005478704,Bulldozer,6,1,com_pic/images/1798.jpg,com_pic/masks/1798.jpg
10861,10862,1798,1798,"[895,167,14,15]",0.000194444,Other vehicle,13,1,com_pic/images/1798.jpg,com_pic/masks/1798.jpg
10862,10863,1798,1798,"[937,157,15,12]",0.000166667,Other vehicle,13,1,com_pic/images/1798.jpg,com_pic/masks/1798.jpg
106230,106231,17661,17661,"[280,114,549,489]",0.248575,Concrete mixer,11,1,com_pic/images/17661.jpg,com_pic/masks/17661.jpg
106235,106236,17662,17662,"[421,308,386,215]",0.076842593,Concrete mixer,11,1,com_pic/images/17662.jpg,com_pic/masks/17662.jpg
